listening_time,ads_listened,is_premium,skip_rate,is_churned
274,47,0,0.926158330525868,1
47,1,1,0.378849611922189,0
103,83,0,0.17356068007281888,1
104,19,1,0.9128388581939751,0
78,58,0,0.09255544586102826,1
245,45,0,0.7216883912281636,0
146,2,1,0.14049731486080164,0
85,54,0,0.3893868546676922,1
44,11,0,0.41155574654502736,0
10,39,1,0.15875791511208337,0
69,65,1,0.922681434006612,1
276,99,1,0.0026681680092862647,0
238,77,0,0.8938085432166306,1
279,15,0,0.8838293234754855,0
295,82,1,0.3169636536980016,0
222,33,1,0.7042842698792755,0
174,43,0,0.2528089112983155,0
14,5,0,0.7587735622539384,1
87,76,1,0.5611197417877434,1
71,63,1,0.30022545424765834,0
141,99,1,0.4002347536376546,1
98,21,1,0.6898887322384035,0
246,17,0,0.906097449643783,0
51,11,0,0.13072651656727463,0
98,51,0,0.5713639696691571,1
113,93,0,0.25372919945711747,1
23,50,1,0.8013722498754592,1
297,70,0,0.07023730586948107,0
188,95,1,0.6889557901711698,1
134,47,0,0.1749460136910298,0
32,18,0,0.5963854184032292,1
72,5,0,0.835692587192692,1
152,83,1,0.7550806621216796,1
162,26,0,0.7529428876836373,1
154,52,1,0.5178453121869052,0
234,47,1,0.8907455918497214,0
113,6,0,0.5881051982419979,0
113,58,1,0.9175179685495706,1
48,68,0,0.5465224578324176,1
207,10,1,0.505965563020003,0
143,14,0,0.22235301921031447,0
76,63,1,0.544786654030205,1
188,2,1,0.14058483124889698,0
51,68,0,0.8696902012595454,1
24,22,0,0.6758918887082934,1
120,52,0,0.9936354484929419,1
166,36,0,0.0920974277905231,0
298,8,1,0.24067274984528686,0
240,14,1,0.8771586042661392,0
166,2,1,0.3952540997689177,0
47,92,1,0.46630298998189756,1
106,69,0,0.8606518873876169,1
298,16,1,0.5218232249499523,0
263,25,0,0.19347584941436813,0
205,20,1,0.8920301154097809,0
95,71,0,0.03106165642303349,1
19,20,0,0.8953962676434433,1
14,10,0,0.05052022667233469,0
132,37,0,0.6658493646001281,1
127,71,0,0.07167937967533466,0
168,87,1,0.7062129859650655,1
237,34,0,0.03397132133295089,0
225,13,1,0.8424577277107875,0
193,13,1,0.46594395092998475,0
24,9,0,0.09345391266887793,0
166,11,1,0.7068194450101439,0
145,37,1,0.4892901575037625,0
270,33,1,0.19094885887544288,0
166,40,0,0.015672373888725777,0
56,9,0,0.41799825972553717,0
182,16,0,0.08562923072853557,0
139,16,0,0.0941696982472372,0
104,66,1,0.26732954836267686,0
124,61,1,0.6304582972424243,0
252,94,1,0.5299106085609492,0
291,0,1,0.0689873082586806,0
292,11,1,0.9684312758924698,0
78,3,1,0.8871686882945911,0
157,41,0,0.25922548714515825,0
20,12,1,0.12233857596214126,0
263,97,1,0.9424028647569902,1
47,84,1,0.4611417778806999,1
143,85,0,0.3111669647714358,1
209,3,1,0.4903580351651874,0
32,81,1,0.7727441445464122,1
227,68,0,0.1683852983030545,0
150,18,1,0.7674958335093072,0
113,1,0,0.7494467879338654,0
219,11,0,0.5393482048408798,0
120,80,1,0.8658422887495817,1
113,73,1,0.13214337816986055,0
180,97,0,0.5954790066656731,1
142,5,1,0.4493430525018216,0
136,7,1,0.4222921128358317,0
115,50,0,0.25256107126952543,0
101,10,0,0.37227965680990804,0
296,62,1,0.10815075602366575,0
60,56,0,0.2515989697648252,1
38,11,1,0.2719651077780826,0
223,72,1,0.7206678674601394,0
276,1,1,0.048550427208863156,0
266,7,1,0.6511923081508607,0
110,10,0,0.22140990979318986,0
119,52,1,0.08186150591629393,0
191,99,0,0.3008061610854341,1
10,9,1,0.22447286942860278,0
64,84,1,0.55203237583985,1
158,83,0,0.3573764034479624,1
146,7,1,0.9659937424083261,0
211,35,0,0.9635495993908506,1
126,92,0,0.4437152691202395,1
163,75,1,0.7950874606602596,1
72,13,1,0.013268540860875033,0
253,53,1,0.5478115847248026,0
34,84,1,0.7432991723069791,1
99,85,0,0.2169432254073359,1
84,20,1,0.06117175516594375,0
219,49,1,0.1559189359064559,0
26,93,1,0.44184808717385704,1
137,38,1,0.506371420756262,0
260,19,1,0.38088512210876846,0
188,87,0,0.43997376704238,1
191,86,1,0.4702349596092813,0
161,6,0,0.7694366616010963,0
34,8,1,0.10524189807765238,0
189,0,1,0.768950467159396,0
207,25,1,0.6886273022949981,0
170,37,0,0.7416608094763181,1
186,37,1,0.7344683858753228,0
294,60,0,0.47059181580178366,0
72,43,0,0.21140018456090004,1
159,85,1,0.536628904301804,0
163,43,0,0.9579820536090996,1
165,73,1,0.5885256813933637,0
58,61,1,0.01104714521277761,0
93,5,0,0.059710904876390636,0
186,16,1,0.9928634336035523,0
157,50,1,0.07194635923944037,0
127,37,0,0.04604516004489856,0
72,23,0,0.3530242693586554,0
198,50,0,0.9693172032693367,1
58,9,0,0.3186751537328657,0
266,71,0,0.40988413087527065,0
233,20,0,0.6340770612085656,0
150,69,1,0.02411183932639782,0
224,84,0,0.897763577519188,1
220,56,0,0.5194430175544321,0
41,38,1,0.46681090600405795,0
167,87,1,0.8607266622066304,1
294,32,0,0.9530765893580212,0
295,58,0,0.42342523164683477,0
153,17,1,0.17244107929323071,0
28,55,0,0.8157092700020729,1
27,91,0,0.4032604212224872,1
266,56,1,0.9355455395117661,0
87,95,0,0.9498989838309829,1
184,75,1,0.11482903172136949,0
203,47,0,0.9565539673328513,1
122,41,1,0.36827032544512095,0
123,26,1,0.6462525176571905,0
231,73,1,0.034750081734046034,0
175,51,0,0.8888842740838326,1
141,41,1,0.6415973293448649,0
273,31,0,0.6435544669564192,0
64,25,1,0.9021761599774838,1
140,24,1,0.5083471749073432,0
297,74,1,0.41051664036255053,0
275,22,0,0.8661287522923162,0
171,97,0,0.7424205118713982,1
96,56,1,0.948975664964901,1
64,51,0,0.9401218933105326,1
297,86,0,0.38232616456024027,0
187,92,0,0.4469862901414179,1
17,30,1,0.25598495379077846,0
256,63,0,0.6606478891385676,1
264,70,1,0.36454197008888656,0
63,32,1,0.7861006466076711,0
258,84,1,0.12155076073091053,0
248,1,0,0.11640285116574589,0
238,17,1,0.2044553814193969,0
76,46,0,0.08429218843741348,0
60,32,0,0.6200316076782347,1
106,97,1,0.14735276601673863,0
101,83,1,0.15996291746765423,0
273,34,1,0.01422822372916599,0
105,50,0,0.7820900146236098,1
97,17,0,0.812296055423481,1
87,87,1,0.1620224163644397,0
297,71,1,0.7395244342672245,0
129,29,0,0.4335451231573596,0
174,43,0,0.23959488296539133,0
191,52,1,0.6213846080738289,0
232,9,0,0.1784840743470848,0
16,86,0,0.7568836076530354,1
272,51,0,0.0476152275705517,0
170,48,0,0.9591309329279144,1
160,10,0,0.07187525370862446,0
94,65,0,0.5794484192486897,1
156,57,1,0.9021942901223785,1
121,89,0,0.011904468847850347,1
45,35,1,0.49851446098905705,0
294,32,1,0.3500069643106799,0
197,46,0,0.580332190257909,0
91,12,1,0.2254573867376587,0
11,39,1,0.06489921723172476,0
206,88,1,0.6259330368487069,0
20,67,0,0.41684923949340247,1
243,41,1,0.6224855387062297,0
204,18,0,0.21053914683784292,0
128,81,1,0.33874126295348184,0
29,93,1,0.5616813893646103,1
270,18,1,0.5931127783247273,0
265,57,1,0.3723148077742652,0
231,22,0,0.28005320561655644,0
235,53,1,0.27370062948859586,0
62,79,1,0.17469935142089843,0
289,64,0,0.32540496232958716,0
90,11,0,0.19944033701321995,0
211,23,0,0.6338154062299448,0
167,33,1,0.5690669982420896,0
129,52,0,0.38258882367092006,1
68,7,0,0.32583001993739447,0
224,17,0,0.23761420019464252,0
137,56,0,0.5354583089593412,1
233,4,0,0.9189027643456883,0
218,25,0,0.6857030513889372,0
124,29,1,0.7444147140355674,0
218,53,0,0.8343778636564078,1
23,12,1,0.35163497333784877,0
18,82,0,0.06287578211448763,1
49,28,0,0.6225588033216443,1
246,2,0,0.18867229122803264,0
290,89,1,0.5690436499956663,0
210,57,0,0.7395102331570648,1
255,75,0,0.7836383021478366,1
287,1,0,0.30183912024751547,0
244,74,0,0.5124332325693152,1
13,27,1,0.6209650962771923,0
163,81,1,0.8194807217006219,1
38,76,1,0.7613886651049474,1
118,85,1,0.9879753209773703,1
107,75,1,0.008084676530010881,0
224,1,0,0.437489440863133,0
84,6,0,0.25604448637612787,0
155,25,0,0.11989338714487341,0
137,89,1,0.9115153281671846,1
51,87,0,0.9979620660956863,1
50,75,1,0.18059620790472364,0
43,15,0,0.0384333928013636,0
26,22,1,0.27505444768050036,0
174,39,0,0.8348619180663956,1
162,59,0,0.29389008319931675,0
85,72,0,0.05690148049762156,1
96,31,0,0.0524921839530299,0
126,14,1,0.4274228023694364,0
36,12,0,0.9318257230616197,1
296,4,0,0.28592044163963193,0
143,74,0,0.42715768070104376,1
228,73,1,0.10193380538260854,0
177,51,0,0.49357279326898107,1
107,76,0,0.696547064285704,1
277,40,0,0.2711503611772196,0
246,52,0,0.29671130852868477,0
182,49,0,0.8419750254062712,1
199,14,1,0.010363722347177085,0
131,6,1,0.636470708550097,0
55,39,1,0.39388463494161696,0
73,27,0,0.298380513561469,0
139,31,1,0.6575938322438771,0
202,98,0,0.8346685217897052,1
190,14,0,0.5583921163286737,0
291,99,0,0.03109462194305601,0
38,84,0,0.46140119082557607,1
158,69,1,0.4627599408939731,0
276,64,1,0.5437984948046078,0
20,3,1,0.6709589010435523,0
173,10,0,0.019318403534340445,0
122,25,1,0.5020126243997505,0
196,60,1,0.5883077693805907,0
241,36,0,0.34335338641605195,0
236,22,1,0.6683652265904331,0
107,92,0,0.22817771712917112,1
64,84,1,0.3173723330674516,1
120,90,1,0.962755347424326,1
161,39,1,0.3480703708611401,0
255,76,0,0.346500887365745,0
78,22,1,0.5956806358231153,0
298,15,1,0.9709753298600602,0
259,93,1,0.9830804459530004,1
45,60,1,0.5796579636763161,1
248,67,0,0.001087019804932532,0
157,79,0,0.9006565507683997,1
236,30,1,0.5702379645770481,0
253,52,1,0.36599640828993585,0
210,24,1,0.8291951410159383,0
163,43,0,0.39983245935020506,0
82,11,1,0.03404450620026467,0
210,89,1,0.8210722230570188,1
26,96,0,0.5458594010197623,1
138,91,0,0.3381435382241962,1
226,8,0,0.2508923763538512,0
70,11,1,0.5937974594154256,0
113,68,0,0.20804954822510013,1
51,53,0,0.3238508865570032,1
34,53,1,0.6365303094139836,1
48,27,0,0.881544450405932,1
140,55,1,0.5328903283915988,0
238,98,1,0.7591063982990925,1
117,68,0,0.7630606037630419,1
181,97,1,0.6643539526593868,1
111,97,0,0.24583833768051766,1
21,76,0,0.8667885981502419,1
284,57,0,0.4362756556395665,0
110,77,1,0.04421074393570057,0
53,74,0,0.24461267006952514,1
26,41,1,0.7655483540993158,1
66,37,1,0.06913333581748937,0
21,67,1,0.1473644021549112,0
89,52,0,0.6942268160417044,1
225,32,1,0.8926007897275405,0
273,70,1,0.6337320050576368,0
158,55,0,0.2222910538295546,0
90,71,0,0.05341376324954861,1
224,50,1,0.6151265825503117,0
207,73,1,0.04739857793116398,0
209,42,0,0.612722051941757,0
34,14,1,0.22557994416109506,0
98,37,1,0.9046560624088297,1
277,14,1,0.47509266848736187,0
152,4,1,0.22393843330969565,0
68,92,0,0.8531453165585916,1
35,82,1,0.25403539844750833,1
56,53,0,0.3065990765248755,1
297,50,1,0.8342778990554557,0
275,9,0,0.30879202980059595,0
25,11,1,0.41016376923063735,0
208,3,0,0.34766567075886656,0
291,94,1,0.11640031783037585,0
95,17,0,0.038895812246826145,0
259,79,1,0.7245406740609813,0
279,35,1,0.6451371239357206,0
126,24,0,0.2823660675520572,0
16,86,0,0.2955991249848785,1
146,75,0,0.9450057830086813,1
185,97,0,0.9876711272334922,1
224,35,0,0.4734349032336935,0
91,66,1,0.8024517454814937,1
232,8,0,0.7366858758693654,0
112,60,0,0.29731770951204695,1
282,52,1,0.058562710520478345,0
23,17,0,0.14255625713494002,0
168,42,0,0.8382941170007634,1
161,34,0,0.7312138199962811,1
117,62,1,0.6643348444622779,0
197,97,0,0.13064883169664832,1
107,77,1,0.6399306874505247,1
140,3,1,0.7721523314931155,0
180,92,0,0.8606017498602906,1
192,40,1,0.013231279193618217,0
48,44,0,0.6844751018784777,1
24,49,0,0.019097655603204422,1
13,78,0,0.7068728455434385,1
219,27,0,0.6356213647320048,0
170,41,0,0.1483478629189725,0
25,79,1,0.7661217513451303,1
117,75,1,0.06834761818969115,0
236,68,1,0.8263987737446334,0
179,97,1,0.261929244848229,0
43,0,0,0.688851862300665,1
260,38,0,0.9236893410218703,1
256,95,1,0.33982702467344894,0
278,89,0,0.5028940779404192,1
150,16,1,0.46311803395045037,0
283,90,1,0.1576113490628681,0
105,87,1,0.5903120104907617,1
236,34,1,0.743001918520948,0
48,45,0,0.9168748289238192,1
38,41,0,0.8508026016495128,1
254,38,1,0.5100193797280317,0
245,89,1,0.7190171545119348,0
194,48,1,0.8007834133738928,0
281,61,1,0.4934887137383488,0
245,37,1,0.11542756070426774,0
248,22,0,0.43793076384737084,0
275,21,1,0.8424780382015649,0
74,3,1,0.596641405393735,0
186,48,0,0.724458377009339,1
12,58,0,0.18526802215258753,1
151,72,0,0.9643377682110057,1
167,67,0,0.4040805294933094,1
155,70,0,0.653635522717729,1
162,86,0,0.018872254590605264,0
202,1,0,0.12731926225529133,0
82,48,0,0.782034269884919,1
149,87,0,0.9679694455202547,1
196,94,1,0.3200553550554782,0
70,30,0,0.03718073494126484,0
207,39,1,0.36086660198013754,0
20,47,1,0.017468130279002625,0
71,50,1,0.19237309226246913,0
235,42,1,0.7524720150537384,0
162,97,1,0.9370883981064961,1
208,54,1,0.08744908436888665,0
61,87,1,0.5579007788105093,1
269,48,1,0.25388084612403194,0
68,89,0,0.13905912579392954,1
81,79,1,0.21898022989155752,0
157,56,1,0.5777630674977074,0
72,76,1,0.06513450144396105,0
252,14,1,0.4342185961684175,0
116,26,0,0.13522785095516388,0
235,67,1,0.2726770523944815,0
227,79,0,0.1907543297432639,0
250,63,0,0.8829754998308972,1
268,93,1,0.7080113308712895,0
271,29,1,0.8684625789474705,0
14,35,0,0.3834628345476925,1
270,66,1,0.3134133648536701,0
63,85,1,0.38058719489776704,1
56,85,0,0.018548195724407468,1
224,48,0,0.7247042751485582,1
186,75,1,0.3497724568950783,0
18,54,1,0.3133238035767917,0
108,84,1,0.5981410653705329,1
29,55,0,0.4362499117098164,1
250,67,1,0.9808433682238985,0
70,94,0,0.35625304289880133,1
187,43,0,0.6138958422079134,1
71,30,1,0.31165110060965173,0
154,57,0,0.9905949802106567,1
225,86,1,0.44511103472012814,0
12,52,1,0.634128810866803,1
169,83,0,0.12672167095267706,0
236,78,1,0.7330242148636581,0
278,22,0,0.269210057875622,0
129,27,0,0.4486132528296719,0
98,15,1,0.8831330623274579,0
77,36,1,0.9705525148851014,1
107,20,1,0.424572101840357,0
276,78,1,0.8348026679544999,0
114,16,0,0.05334899454986075,0
132,36,0,0.8475740297902625,1
38,76,0,0.6295103221526497,1
146,18,1,0.48870616839160197,0
204,29,0,0.8899637051372478,1
235,44,0,0.8453372225064139,1
179,17,1,0.296945095953572,0
18,77,1,0.7914883823447575,1
49,61,1,0.0994909336623726,0
34,35,0,0.8227639354673701,1
270,99,1,0.6754556180232505,0
235,83,0,0.08786633093194274,0
133,51,0,0.6830801734741354,1
47,18,0,0.5805192766763702,1
260,43,0,0.5945501011450448,0
185,6,0,0.29086393512969855,0
99,43,1,0.26649720001284527,0
46,67,0,0.76253511205402,1
185,33,1,0.2568134810172391,0
293,65,0,0.44626225180989865,0
90,68,0,0.6947889985987847,1
123,54,1,0.07961625132743777,0
49,9,0,0.5945483826116572,1
233,95,0,0.5893763726481173,1
124,41,1,0.6842287108880255,0
195,40,1,0.3699280953056586,0
65,76,0,0.4489797740638397,1
49,68,0,0.32996931394469364,1
49,9,0,0.8081682471887758,1
246,9,1,0.13061076003613248,0
298,90,0,0.9629539535753299,1
271,59,1,0.6348361559792174,0
225,50,1,0.8869067243921759,0
156,20,0,0.4262314582647643,0
177,7,1,0.33227907039199667,0
101,64,0,0.9007258101239835,1
68,91,0,0.09887302887630278,1
68,77,1,0.1171072315052778,0
178,84,1,0.29934677648467733,0
278,29,1,0.9597749817663185,0
54,84,1,0.633068609865107,1
190,48,1,0.5541936966153982,0
179,8,1,0.7053563363554206,0
200,16,0,0.4174745560781662,0
164,68,0,0.7580735014207992,1
197,57,0,0.3932306979728776,0
16,56,1,0.8263631848564645,1
142,61,1,0.26729508207650454,0
244,94,1,0.27754665929802425,0
54,51,0,0.5223833054267352,1
258,60,0,0.4307611583617351,0
40,39,1,0.6481158442846954,1
32,37,1,0.36429075467357896,0
169,42,1,0.23055064907036682,0
167,62,1,0.46980856288290107,0
48,18,0,0.5609564994971462,1
91,99,0,0.14260005382969043,1
267,49,0,0.5567186257331653,0
215,32,1,0.31925670524789684,0
86,12,0,0.3924518848685079,0
21,77,1,0.27931812906328124,1
233,96,1,0.9314103277930599,1
22,61,1,0.6833362812802138,1
55,92,0,0.2624603114006834,1
164,42,0,0.6450313345519502,1
122,48,1,0.8485724095820462,1
242,35,0,0.40163020833276863,0
26,9,1,0.8299575091561823,0
232,94,1,0.15441494433999237,0
197,5,1,0.822781364866168,0
172,56,0,0.5402942426723664,1
83,0,0,0.2229744880099821,0
242,70,1,0.4071413845559114,0
233,57,0,0.9879929924466168,1
69,90,0,0.7835560166424261,1
231,20,0,0.5750863613851153,0
46,91,0,0.11516391190452557,1
287,79,1,0.4178115829015002,0
205,55,0,0.26305151401193727,0
251,86,1,0.07100107950539025,0
228,19,1,0.542204388719315,0
201,53,0,0.8891856998408761,1
26,24,1,0.6755998681741251,0
21,27,1,0.24968038798051118,0
202,4,0,0.5735846069537891,0
31,20,1,0.9432342833469689,1
129,17,1,0.7229150529229353,0
219,46,0,0.689473899406764,1
279,69,0,0.9681581662275163,1
201,56,0,0.7988733111840248,1
184,92,0,0.13662354309875213,1
294,18,0,0.3476350869762014,0
213,96,1,0.9651407007376861,1
173,64,1,0.48970539419799786,0
260,2,0,0.11163744532118536,0
236,41,0,0.45860487967234187,0
16,20,1,0.6969932340708007,0
38,98,0,0.9975482216812411,1
42,39,0,0.3239053165632019,1
143,66,1,0.5140868748792737,0
88,24,1,0.8796807046497939,0
67,54,1,0.3552672180573335,0
35,83,0,0.10926155659085723,1
235,51,1,0.948935875001504,0
294,43,0,0.4884408067135001,0
13,97,1,0.5027837107719717,1
108,84,0,0.6212001446041822,1
48,55,0,0.003536623703224606,0
280,54,0,0.9311311755688492,1
294,86,1,0.3614510847745417,0
166,69,1,0.39693186238434863,0
84,76,1,0.17410924753323498,0
297,86,0,0.37815161329246105,0
139,72,1,0.8039435307760521,1
184,80,1,0.7999916725555348,1
93,65,0,0.9357968408954528,1
31,18,0,0.4032294726807958,1
36,82,1,0.7087215037485843,1
204,6,1,0.5072375552075571,0
245,62,1,0.804022789519131,0
101,41,0,0.7125420091329969,1
30,41,1,0.36790292528627566,0
93,58,0,0.33667383425369246,1
271,19,0,0.2524424630279676,0
156,72,1,0.5765157904886378,0
266,16,1,0.9638428515938595,0
67,26,0,0.200066737617566,0
24,46,0,0.09525245490432521,1
171,1,1,0.11940064207631362,0
172,62,1,0.78309867625015,0
290,61,1,0.3501048042845637,0
289,99,0,0.2243668276923797,0
21,18,0,0.35284411837350005,1
283,16,1,0.6453308128295218,0
280,68,0,0.5467871248282837,0
217,38,0,0.743589406521226,1
36,81,1,0.3390741484817763,1
81,70,0,0.4520285734646854,1
69,80,1,0.1019683689629235,0
154,38,1,0.07305864603278145,0
102,35,0,0.46225524284410047,1
17,39,0,0.30159660744592354,1
88,44,1,0.6128005721361308,0
36,3,0,0.043002165444571916,0
183,24,1,0.12176637759956543,0
59,68,0,0.8651908111063952,1
208,29,0,0.5663116215191045,0
190,75,0,0.7120545336912272,1
33,67,1,0.8419721187072957,1
55,87,0,0.4638343429500522,1
24,28,1,0.7610603839674761,1
162,72,1,0.5245855790735243,0
231,67,1,0.22274877027370388,0
215,50,0,0.3376561688009395,0
282,23,1,0.49035044105566084,0
245,13,1,0.31688555217227077,0
237,68,0,0.33552769134989835,0
18,17,1,0.3373928312487664,0
175,41,1,0.12283997885710418,0
223,56,0,0.08464260721225136,0
126,82,1,0.046496039691304336,0
81,11,0,0.11095626103433676,0
73,81,1,0.343707092135618,1
214,16,1,0.5938718057830571,0
218,29,0,0.18814692720940895,0
81,87,1,0.888008846002638,1
286,74,1,0.8083824312394494,0
283,98,1,0.5205271128091636,0
104,22,0,0.7242098308133599,1
175,80,0,0.36632852469875843,1
41,0,0,0.0367777927330899,0
20,78,0,0.9043328475325398,1
226,31,0,0.127793488257822,0
298,8,1,0.9479373463796514,0
111,14,0,0.57188258826611,0
276,27,0,0.30556306102142994,0
223,23,0,0.49552462331184466,0
188,59,1,0.5016298089230942,0
97,34,1,0.023287079442581904,0
50,85,0,0.35545985188413864,1
85,26,1,0.7398657995429174,0
55,82,1,0.510069188950708,1
169,75,1,0.2442301170095842,0
89,19,1,0.335109860036944,0
95,64,0,0.8630543931159491,1
101,84,0,0.5255496701502296,1
157,48,1,0.528352122551236,0
170,0,1,0.96146745905101,0
211,9,1,0.32088139903664337,0
251,46,1,0.47954112510622837,0
11,58,0,0.811713597720834,1
234,95,1,0.7589122488870297,1
298,61,0,0.26579942192867256,0
242,85,1,0.15109104760538583,0
86,17,0,0.7007045761873683,1
125,45,1,0.25765617680719477,0
163,31,0,0.9226758285242411,1
112,26,0,0.1292476939892261,0
203,91,0,0.31831520013477654,1
175,17,1,0.05478724692491377,0
99,38,0,0.7033053068633781,1
183,48,1,0.8912626489153983,0
131,92,0,0.635874527331007,1
152,81,0,0.9377530155114836,1
115,43,1,0.12850397850120965,0
132,71,0,0.08773392726269891,0
18,53,1,0.8384127311673708,1
271,94,1,0.8555111753865077,0
82,33,1,0.8310395271071281,0
232,70,1,0.7989649025337456,0
50,35,0,0.3622283639386602,1
213,17,0,0.21746208359138774,0
273,37,1,0.92880401999779,0
187,58,0,0.30700018284833397,0
93,8,0,0.3984076821640322,0
120,72,1,0.6995589594516332,1
260,71,0,0.2933560799939876,0
16,50,1,0.8191302215610012,1
93,34,0,0.07003462363178126,0
217,81,0,0.7911826673889345,1
31,4,1,0.6018513226178042,0
12,13,0,0.5729936441135929,1
136,91,0,0.4583770391386607,1
197,29,1,0.2770455962834224,0
23,3,0,0.46407028543123663,1
21,38,1,0.4500285120186873,0
96,83,0,0.58375418878307,1
21,63,1,0.28157428585553024,0
34,24,1,0.07759558197614902,0
252,27,1,0.14508944663913825,0
131,75,1,0.6991774314615729,1
156,65,1,0.022492329635540487,0
64,77,0,0.85644304464543,1
247,21,0,0.6943973274799133,0
182,30,1,0.7680865413077163,0
230,22,0,0.8359844490934748,0
128,47,1,0.12271044393018116,0
192,19,0,0.8224510909700663,0
297,37,0,0.5046424376590564,0
91,54,1,0.8855238387531971,1
220,67,1,0.8865866010603435,0
159,78,0,0.02417804375417021,0
46,87,0,0.3828652154835389,1
68,88,1,0.5263987958652734,1
140,0,0,0.678360089782902,0
211,6,0,0.28618624668413395,0
252,56,1,0.2521422606646523,0
44,94,0,0.3812657190890473,1
102,11,1,0.5009386917498945,0
216,4,1,0.9511462314054133,0
222,49,1,0.7621084666974375,0
168,41,0,0.4293211669377053,0
33,11,0,0.054366178440183766,0
13,17,1,0.16852059214375936,0
229,65,1,0.45592442431941704,0
29,73,0,0.8138259000987043,1
161,78,0,0.38069553567734393,1
59,93,0,0.5384966507450597,1
186,16,1,0.8918048860851021,0
105,67,1,0.9137962594266289,1
114,70,0,0.21577499644268938,1
259,61,0,0.04359492179259439,0
126,40,0,0.30541053097151494,0
237,94,1,0.6958023148257801,0
75,33,1,0.9511122009762665,1
271,69,0,0.07703199998411392,0
252,44,0,0.028483810549271515,0
195,57,1,0.8841472129857219,0
255,50,1,0.7481452691031412,0
134,33,0,0.9922485791555753,1
277,43,0,0.39679288146565317,0
140,14,0,0.41605090513676934,0
246,77,1,0.1723118372974496,0
27,69,0,0.11584715259733847,1
49,49,1,0.578718010590238,1
30,31,1,0.36428500129483254,0
234,66,0,0.08031644794524506,0
291,2,0,0.8869870695233198,0
17,85,1,0.19835646824933306,1
109,85,0,0.7485843470035328,1
249,73,1,0.28222859611811113,0
96,50,0,0.8129048307527991,1
23,66,0,0.11839684142765405,1
11,75,0,0.7560716102217615,1
50,92,0,0.09811887390051244,1
120,47,1,0.4469157878569433,0
23,16,1,0.7340043505996046,0
240,6,1,0.17321838118690058,0
93,12,0,0.285664988846723,0
139,65,1,0.8647669920921977,1
240,3,1,0.885119320907646,0
154,9,1,0.04493545245272623,0
37,87,0,0.16809058535297527,1
75,16,1,0.11747194027285901,0
172,51,0,0.179693094651303,0
238,5,0,0.9701877243062725,0
270,82,1,0.5516552487904565,0
173,68,0,0.4681123904549268,1
296,95,1,0.9844673730926161,1
19,73,1,0.5569561298607354,1
204,8,1,0.6611179273455245,0
127,90,1,0.3327705460491802,0
279,76,1,0.3821148645095186,0
89,82,0,0.594409383809073,1
102,20,1,0.06978578400046476,0
275,23,0,0.25588288604477516,0
266,3,1,0.1968117494603071,0
142,23,1,0.015893393140003598,0
285,58,1,0.5369012705204219,0
273,98,0,0.5610528395238791,1
180,2,0,0.3839392230372589,0
10,67,0,0.26872746946479087,1
73,39,0,0.6520598759946248,1
293,47,1,0.13465916138445688,0
130,53,1,0.5186150316353341,0
116,34,0,0.7680739858106199,1
184,94,0,0.1642979839524723,1
213,55,0,0.7532595385958187,1
174,88,1,0.760794509153398,1
129,39,0,0.059926648230454904,0
53,76,0,0.018784326087181835,1
165,67,1,0.9739354059881948,1
216,45,0,0.19338265949882494,0
117,77,1,0.822139209100103,1
260,12,1,0.5618506530452986,0
139,26,1,0.2644721575369968,0
29,5,1,0.12997043661881258,0
291,16,1,0.4966772735777275,0
294,35,0,0.40735481162944986,0
10,98,0,0.6988860851170678,1
128,80,1,0.9041685495477267,1
44,1,1,0.8052480869634384,0
207,76,0,0.2744520502048119,0
254,51,0,0.8789332184523058,1
68,65,1,0.8333913141046041,1
170,51,0,0.9291362337217682,1
188,91,0,0.45866082103798766,1
215,42,1,0.7685751724093984,0
21,89,0,0.5916580655236704,1
285,21,0,0.31050275254948334,0
190,54,0,0.9944310025427634,1
251,66,0,0.03830746683966135,0
225,98,1,0.16227257255907468,0
260,59,0,0.8925423625318949,1
135,57,1,0.060562843412633516,0
226,11,0,0.8868206673435217,0
294,87,1,0.7152214760582009,0
194,68,1,0.03668400539454231,0
48,83,0,0.4293200428541766,1
232,38,1,0.7544714750022371,0
193,12,1,0.5831002846307997,0
187,40,1,0.935871291964458,0
160,56,1,0.8676440329119999,0
135,52,1,0.332647635334146,0
243,11,0,0.08462719552009035,0
17,12,1,0.9442570396456513,1
138,73,1,0.5172867677679266,0
273,96,0,0.07439762437194852,0
166,56,0,0.8165756133592795,1
14,39,1,0.8685064706853911,1
95,79,0,0.639424640176571,1
184,44,0,0.4475089656863399,0
299,34,0,0.6621730123235727,0
202,2,0,0.7066836957051236,0
128,4,0,0.893029958085968,1
227,89,0,0.9558616803747381,1
123,10,1,0.5143209323909114,0
154,70,1,0.7984945335265625,1
35,55,0,0.9645095559916549,1
145,9,0,0.151243338146966,0
241,33,1,0.018267981609676687,0
85,66,0,0.868963772848294,1
298,71,1,0.19527333324716079,0
10,30,0,0.042478766631800946,0
156,74,1,0.16009613765744457,0
296,70,1,0.3841149112437693,0
151,65,0,0.21926570159258008,0
62,69,0,0.30525362910044307,1
78,40,0,0.9752940514300463,1
99,62,0,0.7044055441625751,1
229,31,1,0.712191728253204,0
201,19,0,0.09468537472792282,0
72,56,1,0.7320983698226917,1
82,97,0,0.7393443329553049,1
170,49,1,0.6597450184066322,0
178,79,0,0.22843629599787507,1
